content,score,at
Sangat membantu,4,2024-10-23 09:49:08
Sangat membantu konsultasi sakit yg diderita thks,5,2024-10-23 09:26:42
Baik banget responnya cepat,5,2024-10-23 09:04:53
Pelayanan sangat baik,5,2024-10-23 05:10:20
"Baru setengah jam pesan, sudah sampe barangnya. Sama ada konsulnya walau simple.",5,2024-10-23 04:00:33
sungguh membantu para working mom thank you halo doc!,5,2024-10-23 03:17:22
Ku kira tanya jawabnya gratis. Ternyata bayar.,2,2024-10-23 00:27:30
Sangat membantu,5,2024-10-22 23:59:43
Respon dokter cepat,5,2024-10-22 23:28:04
"baru kali ini kecewa pakai halodoc, respon dr lama sekali belum konsultasi apa2 sesi sudah keburu habis sama waktu. Sangat merugi 👎",1,2024-10-22 19:06:28
Konsultasi nyaman.,5,2024-10-22 18:04:32
"Harusnya bintang 0 aja ga sih, udah bayar mahal dokter ga ada responnya, buang2 duit Tolong pengembalian dana nya",1,2024-10-22 16:32:26
Mantap,5,2024-10-22 16:12:10
aplikasi bagus untuk konsultasi dengan dokter tapi waktu yang diberikan cuma sebentar,5,2024-10-22 15:49:39
seep,5,2024-10-22 13:54:20
Nice aplikasi,5,2024-10-22 12:51:25
Sangat membantu & ramah dokternya,5,2024-10-22 12:43:29
Mantap,5,2024-10-22 12:41:57
Baik,5,2024-10-22 11:54:28
Memudahkan kaum mager,4,2024-10-22 09:15:44
Very good 👍,5,2024-10-22 07:25:23
Aplikasi yg sangat membantu 👍,5,2024-10-22 04:53:23
Aplikasi ini beneran sangat membantu dan bermanfaat,5,2024-10-22 02:25:44
ongkirnya mahal...hheee,5,2024-10-22 01:21:04
Sangat membantu,5,2024-10-22 00:04:17
Good membantu u berkonsultasi dengan dokter,5,2024-10-21 15:18:50
Sangat membantu dikala sakit,5,2024-10-21 15:03:20
"Sangat terbantu dengan aplikasi ini. Konsultasi jadi lebih mudah, menghemat waktu dan bisa dijadwalkan sesuai situasi dan kondisi kita. Dokternya juga ramah",5,2024-10-21 13:32:53
Kalau bisa untuk apotik jangan terlalu jauh dari alamat tujuan karena kasian buat drivernya hanya dibayar 12 ribu sedangkan jaraknya diatas 20km,4,2024-10-21 11:31:22
"Dokter dokter nya sangat membantu saya ketika konsultasi, terima kasih Halodoc..",5,2024-10-21 10:58:31
Sangat membantu memberi solusi masalah masalah kesehatan,5,2024-10-21 09:09:59
Dokternya bener ramah,5,2024-10-21 08:34:04
Terbaik,5,2024-10-21 04:51:52
sangat membantu,5,2024-10-21 04:42:04
"Halodoc,dokternya enak dalam menjelaskan Untk resep obatnya pun harganya terjangkau Puas pelayanan dihalodoc",4,2024-10-21 02:24:36
Sangat membantu,5,2024-10-21 01:07:49
Semakin lengkap fasilitasnya. Mudah untuk konsultasi dengan dokter dan sangat membantu. Thanks halodoc semoga semakin jaya jaya jaya.,5,2024-10-20 22:27:45
Sangat membantu buat orang yg males antri di rumah sakir,5,2024-10-20 19:21:56
App bagus,4,2024-10-20 16:42:04
"Dari tahun lalu sudah konsul ke dr spkk dihalodoc, tapi kurang memuaskan karna mungkin dr nya jg banyak pasien it's okay si tapi jadi banyak pertanyaan yg gak terjawab :') memangnya misal jam 11 dlm satu wktu sampai berapa pasien ya? dan saya habis konsul tadi, ko riwayat konsul nya skrng udh gaada ya? Saya mau ngecek lagi buat liat resepnya.. Tapi gak muncul, saya kira harus diperbaharui lagi. Ternyata engga msh aman, kenapa ya? Mintol dong admin, bingung nih jadinya mau nebus resep obat.",4,2024-10-20 16:23:05
Dokter nya baik,5,2024-10-20 15:58:05
"Cara membalas pesan sangat cepat, dan jawaban yang diberikan juga bagus, Terima kasih halodoc",4,2024-10-20 15:00:40
"Jelas, privasi terjaga, cepat, dan praktis rekomendeddddd untuk masyarakat Indonesia yg super sibuk",5,2024-10-20 14:19:31
lebih mudah,5,2024-10-20 13:28:05
Bgusss,5,2024-10-20 13:05:10
Bagus dan bermanfaat,5,2024-10-20 12:08:27
Baddddd pesan obat 4 hari baru sampaiiii tutup aja layanannya,1,2024-10-20 12:06:53
mudah tepat dan cepat,5,2024-10-20 11:44:35
Mantap,5,2024-10-20 11:03:11
"Cara berobat yg simple efektif dan efisien .. hemat ongkos, hemat waktu",5,2024-10-20 10:34:17
Mantab,5,2024-10-20 10:33:27
Banyak membantu disaat genting tidak bisa ke rumah sakit,5,2024-10-20 09:51:47
"Sangat bagus, dan memberikan saran kepada pasien nya tentang masalah yang saya alami",5,2024-10-20 08:59:33
Dapat di andalkan dan cepat,5,2024-10-20 06:48:29
Dokternya ramah dan sangat membantu. Terimakasih Halodoc,5,2024-10-20 03:45:13
"Sangat membantu, dokternya baik dan ramah, informatif. Ayoo yang belum instal jangan ragu konsultasi di halodoc aja ☺",5,2024-10-20 03:22:01
Mudah dan praktis,5,2024-10-20 02:42:36
Halodoc mantap 👍,5,2024-10-20 01:59:59
Mantap,5,2024-10-20 00:51:39
Bagus,4,2024-10-20 00:18:59
Good lah.,5,2024-10-19 14:52:51
Nice,5,2024-10-19 14:08:45
"Aplikasinya bagus sangat membantu agar lebih baik untuk halodoc mungkin di pemesanan kita tolong diberikan nama apotiknya dan juga mungkin apotik2 yang bekerja sama dengan halodoc lebih di perketat lagi syaratnya dan kejelasan apotiknya, karna saya order obat driver gojek tidak menemukan apotik tersebut. Setelah saya cek sendiri melalui Google map bahwa benar di lokasi tersebut tidak ada apotik tersebut...",4,2024-10-19 13:59:11
Sangat membantu sekali,5,2024-10-19 12:56:56
Sangat Membantu,5,2024-10-19 11:59:03
"Dokter nya baik ,praktis jelas",5,2024-10-19 11:00:53
Sangat membantu dan praktis,5,2024-10-19 10:34:29
"padahal bayar untuk bisa chat dengan dokter nya, 30menit. belum ada 15 menit dokter nya sudah offline, tidak online lagi sampai sesi chat berakhir, jadi buat apa dong bayar mahal kalo dokter nya sudah tidak mau menjawab sebelum sesi selesai. ini buka yang pertama ya, sudah ada beberapa kali dokter dokter nya seperti ini. jelekkkk",1,2024-10-19 05:10:31
Sangat membantu,5,2024-10-19 04:27:24
Bgus,5,2024-10-19 03:49:17
Sangat membantu,5,2024-10-19 01:58:16
"cepat , tanggap sigap mantap.. kode promo mohon agar bisa di gunakan..",5,2024-10-19 01:38:10
Dr jaman Covid sudah konsultasi dokter tetep pake holodoc hingga sekarang..,5,2024-10-19 00:22:43
"langganan mulai dokter umum, penyakit dalam terakhir ke dokter gizi..cukup membantu disaat paling urgent...sukses terus halodoc..",5,2024-10-18 23:44:25
Sangat membantu,5,2024-10-18 20:19:28
Sangat membantu sekali dikala urgent.,5,2024-10-18 19:11:07
"Sangat membantu ketika ada keluhan kesehatan, respon dokternya cepat 😊",5,2024-10-18 17:44:50
"Baru pertamakali konsul di halodoc, semoga cocok dan hasilnya bagus",5,2024-10-18 17:12:57
Terima kasih sangat membantu,5,2024-10-18 13:23:43
aplikasi sangat membantu,5,2024-10-18 13:02:15
Semoga dapat membantu,5,2024-10-18 12:40:39
Sangat membantu👍,5,2024-10-18 12:20:10
Very good,5,2024-10-18 10:46:15
Sangat membantu,5,2024-10-18 09:52:07
Luar biasa,5,2024-10-18 06:51:23
Membantu disaat jarak untuk menempuh fasilitas kesehatan cukup jauh,5,2024-10-18 02:36:08
"Terima kasih banyak karna melalui aplikasi ini kami bisa sembuh, Tuhan memberkati semua dokter dalam aplikasi ini, amin",5,2024-10-18 02:31:50
Good konsultasi,5,2024-10-17 19:54:08
Sangat membantu saat dibutuhkan..good job,5,2024-10-17 11:09:47
"Praktis,sangat membantu",5,2024-10-17 10:46:25
Sebelumnya sering konsul dg Drh. Karena harganya murahb35rb tp sekarang udh gk lagi karena pd naik jd 60rb.turunin lg jadi biar sy bisa konsul lg..padahal konsul di drh langsung cuman 40rb lo dn dapat suntikan vitamin tp sy sering gk ada waktu karena siang sibuk jualan dn malam sering kelelahan,4,2024-10-17 09:32:25
"Dokter ramah dan cepat dalam merespon, layanan sangat membantu, terimakasih",5,2024-10-17 08:52:20
Good .salam sehat sejahtera,5,2024-10-17 08:13:46
Ribet bikin susah,1,2024-10-17 07:17:14
Bagus,5,2024-10-17 06:15:09
Percakapan dengan dok bagus,5,2024-10-17 05:23:34
Aplikasi penipuan ini. Ditunggu2 obat yg dipesan eh ternyata malah resep yg dikasi. Harga mahal lagi. Costumer service nggak ada. Aduh nyesal instalnya,1,2024-10-16 16:17:35
Ok...untuk kosulasi darurat,5,2024-10-16 15:57:28
"Dokternya sabar bingits, respon cepat😌",5,2024-10-16 15:40:03
Terbaik,5,2024-10-16 15:20:35
selalu dapat dokter yang baik dan saran sarannya mudah di mengerti,5,2024-10-16 15:17:23
Cepat konsultasinya,5,2024-10-16 13:38:01
Selalu puas buanget jika chat sama dokter umum maupun spesialis,5,2024-10-16 12:29:38
Penjelesan yg baik san cepat,5,2024-10-16 10:50:29
Baik,5,2024-10-16 10:07:15
"Dokter Ni Made IndahPuspasari' , Sp. DVE dokter yg humble dan ramah, meskipun lewat chat, dan responnya sangat cepat sekali, nice to meet you dokter. Terima kasih banyak",5,2024-10-16 07:16:28
Bagusss bgt. Konsultasi dgn Dok psikolog,5,2024-10-16 06:31:00
Sangat membantu sekali,5,2024-10-16 05:27:47
Sangat membantu,5,2024-10-16 04:29:51
Fast respon,5,2024-10-16 04:21:42
"Sangat bermanfaat, menghemat waktu... Semoga chat dg dokternya di perpanjang durasinya dan gak antri berbulan2 lagi",5,2024-10-16 03:37:40
Sangat membantu terutama untuk orang2 yg jauh dari apotek besar.membantu menemukan obat yang dicari tanpa harus berganti2 apotenk,5,2024-10-16 03:13:20
bagus dan cepat,5,2024-10-16 03:09:25
"Alhamdulillah, kalau mau ke psikolog gak perlu mahal banget di halodoc. Dokternya enak dan fast respon. Bisa rutin tiap bulan sekali tanpa mahal biaya. Terimakasih halodoc. Sejauh ini puas banget",5,2024-10-16 03:02:11
Ramah dokternya workt it bgt,5,2024-10-16 02:41:42
Baik cepat,5,2024-10-16 01:01:07
Sudah beberapa kali konsultasi di halodoc dan responnya sangat memuaskan trimakasih banyak 🙏,4,2024-10-16 00:59:23
terimakasih halo doc 💖,5,2024-10-15 16:14:23
Bagus,5,2024-10-15 15:35:48
Dokter nya baik baik bgt,5,2024-10-15 13:47:18
sangat membantu ketika anggota keluarga sakit dan malas keluar rumah.. cepat sekali datangnya.. terimakasih 🙏😊,5,2024-10-15 13:06:44
Terimakasih...dokter respon cepat🙏,5,2024-10-15 12:39:09
Cepat respon,5,2024-10-15 10:41:04
Dokter responsif,5,2024-10-15 10:23:13
Sangat membantu,5,2024-10-15 09:45:42
Sangat membantu,5,2024-10-15 08:38:37
Terima kasih dokter fast respons,5,2024-10-15 05:52:03
Ok,5,2024-10-15 05:16:51
Sangat membantu.,5,2024-10-15 04:06:03
Sangat membantu utk konsultasi dengan dokter2 spesialis dan umum,5,2024-10-15 02:56:40
"sangat membantu ketika kesulitan konsultasi secara offline, Terima kasih Dr. Epi Panjaitan semoga saya bisa sembuh🙏",5,2024-10-15 02:05:19
"Dokter yang fast respon, sangat ramah dan baik, terimakasih",5,2024-10-14 23:51:00
"Tiba-tiba kelogout dari aplikasi dan minta masuk kembali,namun kode unik tidak terkirim-kirim jadi saya tidak bisa masuk akun terus",1,2024-10-14 22:15:16
Sangat membantu,5,2024-10-14 21:48:30
"Sangat baik, responsif",5,2024-10-14 19:04:22
Dokternya ramah bgt,5,2024-10-14 16:41:34
Helpful,5,2024-10-14 16:34:39
Sangat membantu,5,2024-10-14 15:25:28
Dokter yg berpengalaman,5,2024-10-14 15:06:04
"Aplikasi yg membahayakan, udah di tunggu 45 menit tiba² dicancel, dan gak ada pertanggungjawaban",1,2024-10-14 13:59:10
Dokternya baik dan cepet respon,5,2024-10-14 12:43:44
Sangat memuaskan,5,2024-10-14 11:56:21
Mantap,5,2024-10-14 11:05:54
Bagus,5,2024-10-14 10:44:51
Respon cepat,5,2024-10-14 07:54:56
Sangat membantu,5,2024-10-14 07:53:22
ok,5,2024-10-14 06:13:35
"Bagus, bisa menguji test depresi",5,2024-10-14 05:46:40
"Lega sejak ada halodoc ga perlu antri2 di rumah sakit,,semua pertanyaan dijawab sg baik,,thx halodoc",5,2024-10-14 03:29:00
"Aplikasinya bagus, tapi masih suka terasa berat",5,2024-10-14 02:16:01
Sangat menolong dan membantu dikala kondisi tidak fit untuk ke RS/ Klinik terdekat. Terima Kasih Halodoc. God Bless,5,2024-10-14 02:03:43
Sangat membantu,5,2024-10-14 02:01:04
"Sangat terbantu dengan aplikasi ini, dokternya ramah dan obat yg diresepkan paten",5,2024-10-14 01:42:25
👍,5,2024-10-14 01:27:53
Mantab,5,2024-10-14 00:08:12
di arahkan chat dengan heida tp link nya ga valid,1,2024-10-13 21:57:32
Good job,5,2024-10-13 16:32:21
"Dokter yg ramah, fast respon, penjelasannya bisa dipahami. Terimakasih",5,2024-10-13 15:51:42
konsultasi bagus dan lancar,5,2024-10-13 15:24:37
Oke juga,5,2024-10-13 15:10:21
Ok,3,2024-10-13 14:41:14
Sangat membantu,5,2024-10-13 14:21:50
mantaaabbb,5,2024-10-13 13:43:18
Mamtul,5,2024-10-13 12:13:10
Sangat membantu disaat darurat,5,2024-10-13 11:48:17
Praktis,5,2024-10-13 11:06:26
Sangat membantu bagi yang mager ke RS dan klinik,5,2024-10-13 11:01:32
Good...........,5,2024-10-13 10:12:19
"Udh 3x konsultasi DSA baru chat 4 baris aja udh ngilang sampai sesi selesai, bukan berarti gak mampu untuk ke DSA secara offline tapi kan second option diskusi. Mayoritas DSA nya pada slow respon, gak ada solusi bahkan terakhir menghilang gak ada chat. Uninstall selamanya",1,2024-10-13 09:18:32
Tidak bisa daftar jadi member baru,1,2024-10-13 07:49:05
sangat membantu dan cepat responnya,5,2024-10-13 07:39:05
"terima kasih halodoc, sdh sangat membantu saat diperlukan, jarak jauh tetep bisa kasih perhatian ke anak walopun tinggal di ponpes",5,2024-10-13 06:40:00
"Respon baik dan cepat, mantap",5,2024-10-13 04:50:26
Saat semua praktek atau klinik tutup aplikasi ini sangat membantu,5,2024-10-13 02:40:57
Bagus,5,2024-10-13 00:41:33
Penanganan cepet dan praktis,5,2024-10-12 18:58:33
Saya loh ga pernah hubungan seks atau aneh aneh!!! Tapi divonis penyakit anehhh !!,1,2024-10-12 13:13:56
aplikasi yg membantu saat darurat ga bs ke apotik malam2,5,2024-10-12 13:12:02
Bagus,4,2024-10-12 12:54:17
"Tanya doang kasih saran/solusi kaga, sengaja di biarin sampe waktu habis. Mending cerita sama tembok",1,2024-10-12 12:24:34
Bagus dan berkualitas,5,2024-10-12 12:16:48
"Best,",5,2024-10-12 12:07:12
Halodoc apk yg sangst membantu di saat urgent,5,2024-10-12 11:55:32
Sangan membantu untuk berobat tanpa jauh jauh ke runah aakit,5,2024-10-12 11:36:55
good,5,2024-10-12 11:35:15
Halodoc keren pliss sangat membantuuu bangetttt.,5,2024-10-12 11:29:59
Banyak dokter yg berpengalaman disini,5,2024-10-12 09:08:45
Ikut sesi konsul 30 menit. Dokternya fast respon dan cukup baik dalam memberi penjelasan. Mantap,5,2024-10-12 08:03:59
Tapi aku ada,5,2024-10-12 06:18:01
Cukup membantu saya agar tetap bisa konsultasi dengan dokter spesialis,5,2024-10-12 03:33:31
"Terima kasih, ada di saat saya benar-benar sedang membutuhkan cepat",5,2024-10-12 03:10:23
Puas atas pelayanan dokternya,5,2024-10-12 01:49:05
Sangat membantu,5,2024-10-12 01:41:39
Sangat bermanfaat dan membantu dalam pemahaman tentang kesehatan serta pemakaian obat-obatan.,5,2024-10-11 21:58:46
"Pelayanan sangat bagus, walau kita konsultasi malam hari sangat membantu",4,2024-10-11 15:01:20
LUAR BIASA,5,2024-10-11 14:30:51
Sangat membantu,5,2024-10-11 13:25:40
"Sudah chat dengan dokter selama 1 jam namun sudah 2 kali tidak ada kejelasan lalu ganti dokter masih tetap tidak ada kejelasan, lebih baik ke rumah sakit. Seandainya konsultasi diperpanjang lebih dari 1 jam mungkin lebih maksimal, karena saya sudah tanya ""BAGAIMANA TINDAKAN DAN OBAT YG HARUS DIKONSUMSI?"" namun semuanya hilang tanpa kejelasan karena terbatasnya waktu, seandainya ada orang sekarat di desa mungkin sudah mati karena rumah sakit jauh dan aplikasi ini tidak bisa diandalkan",1,2024-10-11 13:14:01
"kemahalan sedikit,",5,2024-10-11 09:26:45
"Pelayanan dokter respon cepat, pengiriman obat tepat waktu",5,2024-10-11 08:53:23
"Aplikasi gak guna,, dokter chatnya gak dibalas ,percuma uninstall aja",1,2024-10-11 08:37:01
"Sangat terbantu dengan aplikasi ini, keadaannya saya pusing malas ke dokter dengan motor, jadi saya pesan lewat aplikasi proses nya konsultasi dengan dokter lalu dikasih resep dari dokter, dan tunggu dirumah aja dokter sampai kerumah.",5,2024-10-11 08:29:58
"Bagus, mudah digunakan .",5,2024-10-11 07:14:46
Dokter nya baik..cepet tanggap dan tidak lama dalam merespon..,5,2024-10-11 06:55:35
Terbantu sekali,5,2024-10-11 06:45:23
Bagus buat konsul sebelum kedokter nya langsung buat berobat,5,2024-10-11 06:36:15
Membantu sekali buat konsultasi tanpa ribet kapan pun dan dmana pun 👍,5,2024-10-11 05:58:53
sangat membantu. dokter2 yg sangat berpengalaman. resep obat selalu manjur,5,2024-10-11 05:46:32
Apakah bertanya saja harus berbayar?? Mohon bantuannya saya pemula,3,2024-10-11 05:23:53
Sangat membantu terutama untuk daerah yang sulit menemukan dokter spesialis,5,2024-10-11 03:03:58
Dokternya ramah dan cpt responnya,5,2024-10-11 02:26:12
Halodoc Sangat membantu sekali....,5,2024-10-11 01:11:28
Sangat membantu sekali dengan adanya Konsultasi dokter secara online,5,2024-10-10 18:01:50
Mudah..,5,2024-10-10 16:54:01
jelek soalnya bayar,1,2024-10-10 16:40:45
mantaf,5,2024-10-10 15:10:56
Waktu konsulnya dibatasi waktu. Konsultasi blm selesai udah diputus.,2,2024-10-10 14:13:10
mantabb semoga bermanfaat,5,2024-10-10 13:59:43
TOP.,5,2024-10-10 12:44:02
Tidak terlalu membantu,1,2024-10-10 12:28:55
"Untuk proses verifikasi melalui selfie sangat menyusahkan, apalagi ketika ingin menyambungkan akun bayi saya ke asuransi, harus melalui verifikasi Selfi berkali2, dan terus gagal karena system membaca itu bukan selfie. Bayi umur 3 bulan disuruh Selfi, yg bener za donk...",1,2024-10-10 12:25:08
Apk yang sangat membantu,4,2024-10-10 10:53:33
Sangat mudah dan membantu,4,2024-10-10 10:19:36
Praktis,4,2024-10-10 09:57:53
Sangat membatu dalam konsultasi,5,2024-10-10 09:27:03
Sangat membantu untuk pertolongan pertama mendapatkan jawaban dan obat yang tepat.,5,2024-10-10 09:22:07
"Dokternya menerima semua konsultasi, dan menjawab dengan baik semua informasi yang dibutuhkan",5,2024-10-10 08:31:53
"bgs, bermanfaat",5,2024-10-10 08:23:16
Sangat membantuu👍🏻,5,2024-10-10 07:28:44
Good,5,2024-10-10 07:27:17
Best banget pokoknya 👍👍👍👍,5,2024-10-10 07:17:00
Fitur dan pelayan sangat baik,5,2024-10-10 04:52:31
Manteb sihhh dokternya jelas ngejelasinnya,5,2024-10-10 04:49:41
Baik,5,2024-10-10 02:18:36
anak ku cocok dengan dr jesica padahal dia di denpasar dan saya di jakarta...,5,2024-10-10 00:17:37
"Dokternya baik, ramah..terima kasih 🙏",5,2024-10-09 23:25:41
"Apk yg sangat bermanfaat untuk kesehatan👍👍 Tapi saya mau nanya kenapa tidak ada pilihan pengiriman ya cmn ada reguler, sedangkan pernyataan ada 3 pilihan??",5,2024-10-09 22:26:21
Sangat membantu bisa consultasi kapan saja dengan dokter,5,2024-10-09 19:37:04
"Respon sangat cepat, Dokternya ramah, Banyak diskon Mantap 👍👍",5,2024-10-09 15:50:37
Terimakaih,5,2024-10-09 15:36:28
Suka sekali,5,2024-10-09 14:35:55
Bagus,5,2024-10-09 14:28:23
Sangat membantu,5,2024-10-09 14:05:43
Aplikasi bagus ramah dokternya,5,2024-10-09 13:55:20
Beberapa kali sering konsultasi lewat halodoc dokter nya ramah dan baik. Dan resep obatnya selalu manjur,5,2024-10-09 12:46:42
Mantab,5,2024-10-09 12:32:17
Sangat membantu!!,5,2024-10-09 09:34:24
Mantap,5,2024-10-09 09:21:09
"pelayanan sangat baik dan ramah, respon cepat dan mudah di mengerti.",5,2024-10-09 07:52:12
Terima kasih untuk aplikasinya bermanfaat,5,2024-10-09 07:28:35
Terbantu,5,2024-10-09 06:44:01
"Baru pertama kali coba Konsul, semoga jerawat cepat hilanh",5,2024-10-09 06:34:24
Aplikasi yang sangat solutif di era digitalisasi dan mobilitas yang tinggi.sangat membantu mempermudah di dalam bidang kesehatan..thank you halodoc,5,2024-10-09 05:56:49
"Aplikasinya sangat membantu untuk kaum gen z yang males keluar rumah dan ingin konsultasi dengan mudah dan dokternya jg ramah""",5,2024-10-09 04:48:37
Sangat membantu ✨,5,2024-10-09 04:31:05
Pesana datang tepat waktunya terimakasih,5,2024-10-09 01:57:37
Bagus,4,2024-10-09 01:57:09
Sangat jelas dan memyaskan,4,2024-10-09 00:45:27
"Saran saya jg bekerja sama dengan Antaraja paket saya sudah hampir 2 Minggu belum sampai malah paketnya nyasar ke kota lain lagi, mana obatnya penting. Status pesanan tidak berubah rubah selalu saja ""apotek sedang memproses pesananmu"" dan melewati perkiraan waktu tiba 🥴",2,2024-10-09 00:35:22
"terima kasih, lumayan cepat meski agak jeda lama utk pickupnya",5,2024-10-08 16:45:59
