content,score,at,sentiment
"Aplikasinya bagus sangat membantu agar lebih baik untuk halodoc mungkin di pemesanan kita tolong diberikan nama apotiknya dan juga mungkin apotik2 yang bekerja sama dengan halodoc lebih di perketat lagi syaratnya dan kejelasan apotiknya, karna saya order obat driver gojek tidak menemukan apotik tersebut. Setelah saya cek sendiri melalui Google map bahwa benar di lokasi tersebut tidak ada apotik tersebut...",4,2024-10-19 13:59:11,positif
Sangat membantu sekali,5,2024-10-19 12:56:56,positif
Sangat Membantu,5,2024-10-19 11:59:03,positif
"Dokter nya baik ,praktis jelas",5,2024-10-19 11:00:53,positif
Sangat membantu dan praktis,5,2024-10-19 10:34:29,positif
"padahal bayar untuk bisa chat dengan dokter nya, 30menit. belum ada 15 menit dokter nya sudah offline, tidak online lagi sampai sesi chat berakhir, jadi buat apa dong bayar mahal kalo dokter nya sudah tidak mau menjawab sebelum sesi selesai. ini buka yang pertama ya, sudah ada beberapa kali dokter dokter nya seperti ini. jelekkkk",1,2024-10-19 05:10:31,negatif
Sangat membantu,5,2024-10-19 04:27:24,positif
Bgus,5,2024-10-19 03:49:17,positif
Sangat membantu,5,2024-10-19 01:58:16,positif
"cepat , tanggap sigap mantap.. kode promo mohon agar bisa di gunakan..",5,2024-10-19 01:38:10,positif
Dr jaman Covid sudah konsultasi dokter tetep pake holodoc hingga sekarang..,5,2024-10-19 00:22:43,positif
"langganan mulai dokter umum, penyakit dalam terakhir ke dokter gizi..cukup membantu disaat paling urgent...sukses terus halodoc..",5,2024-10-18 23:44:25,positif
Sangat membantu,5,2024-10-18 20:19:28,positif
Sangat membantu sekali dikala urgent.,5,2024-10-18 19:11:07,positif
"Sangat membantu ketika ada keluhan kesehatan, respon dokternya cepat 😊",5,2024-10-18 17:44:50,positif
"Baru pertamakali konsul di halodoc, semoga cocok dan hasilnya bagus",5,2024-10-18 17:12:57,positif
Terima kasih sangat membantu,5,2024-10-18 13:23:43,positif
aplikasi sangat membantu,5,2024-10-18 13:02:15,positif
Semoga dapat membantu,5,2024-10-18 12:40:39,positif
Sangat membantu👍,5,2024-10-18 12:20:10,positif
Very good,5,2024-10-18 10:46:15,positif
Sangat membantu,5,2024-10-18 09:52:07,positif
Luar biasa,5,2024-10-18 06:51:23,positif
Membantu disaat jarak untuk menempuh fasilitas kesehatan cukup jauh,5,2024-10-18 02:36:08,positif
"Terima kasih banyak karna melalui aplikasi ini kami bisa sembuh, Tuhan memberkati semua dokter dalam aplikasi ini, amin",5,2024-10-18 02:31:50,positif
Good konsultasi,5,2024-10-17 19:54:08,positif
Sangat membantu saat dibutuhkan..good job,5,2024-10-17 11:09:47,positif
"Praktis,sangat membantu",5,2024-10-17 10:46:25,positif
Sebelumnya sering konsul dg Drh. Karena harganya murahb35rb tp sekarang udh gk lagi karena pd naik jd 60rb.turunin lg jadi biar sy bisa konsul lg..padahal konsul di drh langsung cuman 40rb lo dn dapat suntikan vitamin tp sy sering gk ada waktu karena siang sibuk jualan dn malam sering kelelahan,4,2024-10-17 09:32:25,positif
"Dokter ramah dan cepat dalam merespon, layanan sangat membantu, terimakasih",5,2024-10-17 08:52:20,positif
Good .salam sehat sejahtera,5,2024-10-17 08:13:46,positif
Ribet bikin susah,1,2024-10-17 07:17:14,negatif
Bagus,5,2024-10-17 06:15:09,positif
Percakapan dengan dok bagus,5,2024-10-17 05:23:34,positif
Aplikasi penipuan ini. Ditunggu2 obat yg dipesan eh ternyata malah resep yg dikasi. Harga mahal lagi. Costumer service nggak ada. Aduh nyesal instalnya,1,2024-10-16 16:17:35,negatif
Ok...untuk kosulasi darurat,5,2024-10-16 15:57:28,positif
"Dokternya sabar bingits, respon cepat😌",5,2024-10-16 15:40:03,positif
Terbaik,5,2024-10-16 15:20:35,positif
selalu dapat dokter yang baik dan saran sarannya mudah di mengerti,5,2024-10-16 15:17:23,positif
Cepat konsultasinya,5,2024-10-16 13:38:01,positif
Selalu puas buanget jika chat sama dokter umum maupun spesialis,5,2024-10-16 12:29:38,positif
Penjelesan yg baik san cepat,5,2024-10-16 10:50:29,positif
Baik,5,2024-10-16 10:07:15,positif
"Dokter Ni Made IndahPuspasari' , Sp. DVE dokter yg humble dan ramah, meskipun lewat chat, dan responnya sangat cepat sekali, nice to meet you dokter. Terima kasih banyak",5,2024-10-16 07:16:28,positif
Bagusss bgt. Konsultasi dgn Dok psikolog,5,2024-10-16 06:31:00,positif
Sangat membantu sekali,5,2024-10-16 05:27:47,positif
Sangat membantu,5,2024-10-16 04:29:51,positif
Fast respon,5,2024-10-16 04:21:42,positif
"Sangat bermanfaat, menghemat waktu... Semoga chat dg dokternya di perpanjang durasinya dan gak antri berbulan2 lagi",5,2024-10-16 03:37:40,positif
Sangat membantu terutama untuk orang2 yg jauh dari apotek besar.membantu menemukan obat yang dicari tanpa harus berganti2 apotenk,5,2024-10-16 03:13:20,positif
bagus dan cepat,5,2024-10-16 03:09:25,positif
"Alhamdulillah, kalau mau ke psikolog gak perlu mahal banget di halodoc. Dokternya enak dan fast respon. Bisa rutin tiap bulan sekali tanpa mahal biaya. Terimakasih halodoc. Sejauh ini puas banget",5,2024-10-16 03:02:11,positif
Ramah dokternya workt it bgt,5,2024-10-16 02:41:42,positif
Baik cepat,5,2024-10-16 01:01:07,positif
Sudah beberapa kali konsultasi di halodoc dan responnya sangat memuaskan trimakasih banyak 🙏,4,2024-10-16 00:59:23,positif
terimakasih halo doc 💖,5,2024-10-15 16:14:23,positif
Bagus,5,2024-10-15 15:35:48,positif
Dokter nya baik baik bgt,5,2024-10-15 13:47:18,positif
sangat membantu ketika anggota keluarga sakit dan malas keluar rumah.. cepat sekali datangnya.. terimakasih 🙏😊,5,2024-10-15 13:06:44,positif
Terimakasih...dokter respon cepat🙏,5,2024-10-15 12:39:09,positif
Cepat respon,5,2024-10-15 10:41:04,positif
Dokter responsif,5,2024-10-15 10:23:13,positif
Sangat membantu,5,2024-10-15 09:45:42,positif
Sangat membantu,5,2024-10-15 08:38:37,positif
Terima kasih dokter fast respons,5,2024-10-15 05:52:03,positif
Ok,5,2024-10-15 05:16:51,positif
Sangat membantu.,5,2024-10-15 04:06:03,positif
Sangat membantu utk konsultasi dengan dokter2 spesialis dan umum,5,2024-10-15 02:56:40,positif
"sangat membantu ketika kesulitan konsultasi secara offline, Terima kasih Dr. Epi Panjaitan semoga saya bisa sembuh🙏",5,2024-10-15 02:05:19,positif
"Dokter yang fast respon, sangat ramah dan baik, terimakasih",5,2024-10-14 23:51:00,positif
"Tiba-tiba kelogout dari aplikasi dan minta masuk kembali,namun kode unik tidak terkirim-kirim jadi saya tidak bisa masuk akun terus",1,2024-10-14 22:15:16,negatif
Sangat membantu,5,2024-10-14 21:48:30,positif
"Sangat baik, responsif",5,2024-10-14 19:04:22,positif
Dokternya ramah bgt,5,2024-10-14 16:41:34,positif
Helpful,5,2024-10-14 16:34:39,positif
Sangat membantu,5,2024-10-14 15:25:28,positif
Dokter yg berpengalaman,5,2024-10-14 15:06:04,positif
"Aplikasi yg membahayakan, udah di tunggu 45 menit tiba² dicancel, dan gak ada pertanggungjawaban",1,2024-10-14 13:59:10,negatif
Dokternya baik dan cepet respon,5,2024-10-14 12:43:44,positif
Sangat memuaskan,5,2024-10-14 11:56:21,positif
Mantap,5,2024-10-14 11:05:54,positif
Bagus,5,2024-10-14 10:44:51,positif
Respon cepat,5,2024-10-14 07:54:56,positif
Sangat membantu,5,2024-10-14 07:53:22,positif
ok,5,2024-10-14 06:13:35,positif
"Bagus, bisa menguji test depresi",5,2024-10-14 05:46:40,positif
"Lega sejak ada halodoc ga perlu antri2 di rumah sakit,,semua pertanyaan dijawab sg baik,,thx halodoc",5,2024-10-14 03:29:00,positif
"Aplikasinya bagus, tapi masih suka terasa berat",5,2024-10-14 02:16:01,positif
Sangat menolong dan membantu dikala kondisi tidak fit untuk ke RS/ Klinik terdekat. Terima Kasih Halodoc. God Bless,5,2024-10-14 02:03:43,positif
Sangat membantu,5,2024-10-14 02:01:04,positif
"Sangat terbantu dengan aplikasi ini, dokternya ramah dan obat yg diresepkan paten",5,2024-10-14 01:42:25,positif
👍,5,2024-10-14 01:27:53,positif
Mantab,5,2024-10-14 00:08:12,positif
di arahkan chat dengan heida tp link nya ga valid,1,2024-10-13 21:57:32,negatif
Good job,5,2024-10-13 16:32:21,positif
"Dokter yg ramah, fast respon, penjelasannya bisa dipahami. Terimakasih",5,2024-10-13 15:51:42,positif
konsultasi bagus dan lancar,5,2024-10-13 15:24:37,positif
Oke juga,5,2024-10-13 15:10:21,positif
Ok,3,2024-10-13 14:41:14,netral
Sangat membantu,5,2024-10-13 14:21:50,positif
mantaaabbb,5,2024-10-13 13:43:18,positif
Mamtul,5,2024-10-13 12:13:10,positif
Sangat membantu disaat darurat,5,2024-10-13 11:48:17,positif
Praktis,5,2024-10-13 11:06:26,positif
Sangat membantu bagi yang mager ke RS dan klinik,5,2024-10-13 11:01:32,positif
Good...........,5,2024-10-13 10:12:19,positif
"Udh 3x konsultasi DSA baru chat 4 baris aja udh ngilang sampai sesi selesai, bukan berarti gak mampu untuk ke DSA secara offline tapi kan second option diskusi. Mayoritas DSA nya pada slow respon, gak ada solusi bahkan terakhir menghilang gak ada chat. Uninstall selamanya",1,2024-10-13 09:18:32,negatif
Tidak bisa daftar jadi member baru,1,2024-10-13 07:49:05,negatif
sangat membantu dan cepat responnya,5,2024-10-13 07:39:05,positif
"terima kasih halodoc, sdh sangat membantu saat diperlukan, jarak jauh tetep bisa kasih perhatian ke anak walopun tinggal di ponpes",5,2024-10-13 06:40:00,positif
"Respon baik dan cepat, mantap",5,2024-10-13 04:50:26,positif
Saat semua praktek atau klinik tutup aplikasi ini sangat membantu,5,2024-10-13 02:40:57,positif
Bagus,5,2024-10-13 00:41:33,positif
Penanganan cepet dan praktis,5,2024-10-12 18:58:33,positif
Saya loh ga pernah hubungan seks atau aneh aneh!!! Tapi divonis penyakit anehhh !!,1,2024-10-12 13:13:56,negatif
aplikasi yg membantu saat darurat ga bs ke apotik malam2,5,2024-10-12 13:12:02,positif
Bagus,4,2024-10-12 12:54:17,positif
"Tanya doang kasih saran/solusi kaga, sengaja di biarin sampe waktu habis. Mending cerita sama tembok",1,2024-10-12 12:24:34,negatif
Bagus dan berkualitas,5,2024-10-12 12:16:48,positif
"Best,",5,2024-10-12 12:07:12,positif
Halodoc apk yg sangst membantu di saat urgent,5,2024-10-12 11:55:32,positif
Sangan membantu untuk berobat tanpa jauh jauh ke runah aakit,5,2024-10-12 11:36:55,positif
good,5,2024-10-12 11:35:15,positif
Halodoc keren pliss sangat membantuuu bangetttt.,5,2024-10-12 11:29:59,positif
Banyak dokter yg berpengalaman disini,5,2024-10-12 09:08:45,positif
Ikut sesi konsul 30 menit. Dokternya fast respon dan cukup baik dalam memberi penjelasan. Mantap,5,2024-10-12 08:03:59,positif
Tapi aku ada,5,2024-10-12 06:18:01,positif
Cukup membantu saya agar tetap bisa konsultasi dengan dokter spesialis,5,2024-10-12 03:33:31,positif
"Terima kasih, ada di saat saya benar-benar sedang membutuhkan cepat",5,2024-10-12 03:10:23,positif
Puas atas pelayanan dokternya,5,2024-10-12 01:49:05,positif
Sangat membantu,5,2024-10-12 01:41:39,positif
Sangat bermanfaat dan membantu dalam pemahaman tentang kesehatan serta pemakaian obat-obatan.,5,2024-10-11 21:58:46,positif
"Pelayanan sangat bagus, walau kita konsultasi malam hari sangat membantu",4,2024-10-11 15:01:20,positif
LUAR BIASA,5,2024-10-11 14:30:51,positif
Sangat membantu,5,2024-10-11 13:25:40,positif
"Sudah chat dengan dokter selama 1 jam namun sudah 2 kali tidak ada kejelasan lalu ganti dokter masih tetap tidak ada kejelasan, lebih baik ke rumah sakit. Seandainya konsultasi diperpanjang lebih dari 1 jam mungkin lebih maksimal, karena saya sudah tanya ""BAGAIMANA TINDAKAN DAN OBAT YG HARUS DIKONSUMSI?"" namun semuanya hilang tanpa kejelasan karena terbatasnya waktu, seandainya ada orang sekarat di desa mungkin sudah mati karena rumah sakit jauh dan aplikasi ini tidak bisa diandalkan",1,2024-10-11 13:14:01,negatif
"kemahalan sedikit,",5,2024-10-11 09:26:45,positif
"Pelayanan dokter respon cepat, pengiriman obat tepat waktu",5,2024-10-11 08:53:23,positif
"Aplikasi gak guna,, dokter chatnya gak dibalas ,percuma uninstall aja",1,2024-10-11 08:37:01,negatif
"Sangat terbantu dengan aplikasi ini, keadaannya saya pusing malas ke dokter dengan motor, jadi saya pesan lewat aplikasi proses nya konsultasi dengan dokter lalu dikasih resep dari dokter, dan tunggu dirumah aja dokter sampai kerumah.",5,2024-10-11 08:29:58,positif
"Bagus, mudah digunakan .",5,2024-10-11 07:14:46,positif
Dokter nya baik..cepet tanggap dan tidak lama dalam merespon..,5,2024-10-11 06:55:35,positif
Terbantu sekali,5,2024-10-11 06:45:23,positif
Bagus buat konsul sebelum kedokter nya langsung buat berobat,5,2024-10-11 06:36:15,positif
Membantu sekali buat konsultasi tanpa ribet kapan pun dan dmana pun 👍,5,2024-10-11 05:58:53,positif
sangat membantu. dokter2 yg sangat berpengalaman. resep obat selalu manjur,5,2024-10-11 05:46:32,positif
Apakah bertanya saja harus berbayar?? Mohon bantuannya saya pemula,3,2024-10-11 05:23:53,netral
Sangat membantu terutama untuk daerah yang sulit menemukan dokter spesialis,5,2024-10-11 03:03:58,positif
Dokternya ramah dan cpt responnya,5,2024-10-11 02:26:12,positif
Halodoc Sangat membantu sekali....,5,2024-10-11 01:11:28,positif
Sangat membantu sekali dengan adanya Konsultasi dokter secara online,5,2024-10-10 18:01:50,positif
Mudah..,5,2024-10-10 16:54:01,positif
jelek soalnya bayar,1,2024-10-10 16:40:45,negatif
mantaf,5,2024-10-10 15:10:56,positif
Waktu konsulnya dibatasi waktu. Konsultasi blm selesai udah diputus.,2,2024-10-10 14:13:10,negatif
mantabb semoga bermanfaat,5,2024-10-10 13:59:43,positif
TOP.,5,2024-10-10 12:44:02,positif
Tidak terlalu membantu,1,2024-10-10 12:28:55,negatif
"Untuk proses verifikasi melalui selfie sangat menyusahkan, apalagi ketika ingin menyambungkan akun bayi saya ke asuransi, harus melalui verifikasi Selfi berkali2, dan terus gagal karena system membaca itu bukan selfie. Bayi umur 3 bulan disuruh Selfi, yg bener za donk...",1,2024-10-10 12:25:08,negatif
Apk yang sangat membantu,4,2024-10-10 10:53:33,positif
Sangat mudah dan membantu,4,2024-10-10 10:19:36,positif
Praktis,4,2024-10-10 09:57:53,positif
Sangat membatu dalam konsultasi,5,2024-10-10 09:27:03,positif
Sangat membantu untuk pertolongan pertama mendapatkan jawaban dan obat yang tepat.,5,2024-10-10 09:22:07,positif
"Dokternya menerima semua konsultasi, dan menjawab dengan baik semua informasi yang dibutuhkan",5,2024-10-10 08:31:53,positif
"bgs, bermanfaat",5,2024-10-10 08:23:16,positif
Sangat membantuu👍🏻,5,2024-10-10 07:28:44,positif
Good,5,2024-10-10 07:27:17,positif
Best banget pokoknya 👍👍👍👍,5,2024-10-10 07:17:00,positif
Fitur dan pelayan sangat baik,5,2024-10-10 04:52:31,positif
Manteb sihhh dokternya jelas ngejelasinnya,5,2024-10-10 04:49:41,positif
Baik,5,2024-10-10 02:18:36,positif
anak ku cocok dengan dr jesica padahal dia di denpasar dan saya di jakarta...,5,2024-10-10 00:17:37,positif
"Dokternya baik, ramah..terima kasih 🙏",5,2024-10-09 23:25:41,positif
"Apk yg sangat bermanfaat untuk kesehatan👍👍 Tapi saya mau nanya kenapa tidak ada pilihan pengiriman ya cmn ada reguler, sedangkan pernyataan ada 3 pilihan??",5,2024-10-09 22:26:21,positif
Sangat membantu bisa consultasi kapan saja dengan dokter,5,2024-10-09 19:37:04,positif
"Respon sangat cepat, Dokternya ramah, Banyak diskon Mantap 👍👍",5,2024-10-09 15:50:37,positif
Terimakaih,5,2024-10-09 15:36:28,positif
Suka sekali,5,2024-10-09 14:35:55,positif
Bagus,5,2024-10-09 14:28:23,positif
Sangat membantu,5,2024-10-09 14:05:43,positif
Aplikasi bagus ramah dokternya,5,2024-10-09 13:55:20,positif
Beberapa kali sering konsultasi lewat halodoc dokter nya ramah dan baik. Dan resep obatnya selalu manjur,5,2024-10-09 12:46:42,positif
Mantab,5,2024-10-09 12:32:17,positif
Sangat membantu!!,5,2024-10-09 09:34:24,positif
Mantap,5,2024-10-09 09:21:09,positif
"pelayanan sangat baik dan ramah, respon cepat dan mudah di mengerti.",5,2024-10-09 07:52:12,positif
Terima kasih untuk aplikasinya bermanfaat,5,2024-10-09 07:28:35,positif
Terbantu,5,2024-10-09 06:44:01,positif
"Baru pertama kali coba Konsul, semoga jerawat cepat hilanh",5,2024-10-09 06:34:24,positif
Aplikasi yang sangat solutif di era digitalisasi dan mobilitas yang tinggi.sangat membantu mempermudah di dalam bidang kesehatan..thank you halodoc,5,2024-10-09 05:56:49,positif
"Aplikasinya sangat membantu untuk kaum gen z yang males keluar rumah dan ingin konsultasi dengan mudah dan dokternya jg ramah""",5,2024-10-09 04:48:37,positif
Sangat membantu ✨,5,2024-10-09 04:31:05,positif
Pesana datang tepat waktunya terimakasih,5,2024-10-09 01:57:37,positif
Bagus,4,2024-10-09 01:57:09,positif
Sangat jelas dan memyaskan,4,2024-10-09 00:45:27,positif
"Saran saya jg bekerja sama dengan Antaraja paket saya sudah hampir 2 Minggu belum sampai malah paketnya nyasar ke kota lain lagi, mana obatnya penting. Status pesanan tidak berubah rubah selalu saja ""apotek sedang memproses pesananmu"" dan melewati perkiraan waktu tiba 🥴",2,2024-10-09 00:35:22,negatif
"terima kasih, lumayan cepat meski agak jeda lama utk pickupnya",5,2024-10-08 16:45:59,positif
"Sungguh Sangat terbantu sekali dengan Aplikasi ini,malem2 butuh obat langsung di antar. Padahal jauh lokasi Apotik , Driver dengan keimanan nya mau antar malam2 sekali ke daerah yang masih sepi tanpa rasa takut dengan jarak tempuh hampir 1 jam perjalanan . Penanganan konsultasi cepat dari dokter juga. Terima kasih Dokter n Drivernya. Kebaikan akan terbalas denga kebaikan pula. Sehat selalu Orang2 baik karena kalian sangat bermanfaat. Teruslah menebar kebaikan . Sekali lagi Terima kasih",5,2024-10-08 16:45:27,positif
Membantu sekali dengan harga yg terjangkau,5,2024-10-08 15:06:19,positif
Sangat membantu sekali.asa aplikasi halodoc.makasih,5,2024-10-08 13:55:48,positif
Sangat membantu,5,2024-10-08 12:15:56,positif
Ok sangat membantu,5,2024-10-08 11:27:00,positif
"Sangat membantu , jawaban nya mudah di.mengerti",5,2024-10-08 11:24:18,positif
Halodoc Sangat Membantu Pasien,5,2024-10-08 10:01:30,positif
Semoga tambah maju,5,2024-10-08 08:38:27,positif
Sangat membantu,5,2024-10-08 08:21:09,positif
sippp,5,2024-10-08 08:05:04,positif
Dokter yg ramah dan Teliti dlm bertanya,5,2024-10-08 08:02:08,positif
bagusss tapi mahal jir,5,2024-10-08 07:26:52,positif
"Sangat membantu. Dokternya cukup responsif dan tidak pelit dalam menjawab keluhan"" pasien. Terimakasih halodoc",5,2024-10-08 07:25:48,positif
"Bagus, membantu banget.",5,2024-10-08 07:05:17,positif
Membantu bgtt tp sayang nya vocer2 nya pada ga bisa di pakai,5,2024-10-08 05:31:09,positif
Pelayanan bagus,5,2024-10-08 02:12:40,positif
Benar2 bermanfaat..terima kasih 👍👍,5,2024-10-08 02:07:34,positif
Ramah dan sopan,5,2024-10-08 01:45:27,positif
Cepat cukup membantu,5,2024-10-08 00:23:57,positif
Saya sangat puas. Dokter sangat ramah,5,2024-10-07 22:46:18,positif
Sangat bermanfaat untuk yg sakit,5,2024-10-07 15:11:07,positif
Sangat membantu,5,2024-10-07 14:19:26,positif
sangat bermanfaat dan efesien,5,2024-10-07 12:05:54,positif
Pelayanan yg sangat bagus,5,2024-10-07 12:01:39,positif
Lebih mudah dan praktis,5,2024-10-07 07:14:53,positif
Sangat memuaskan,5,2024-10-07 04:53:01,positif
halodoc pikirin juga nasib driver... lu jangan seenaknya aja bikin kebijakan.. tapi gak mikirin nasib driver di lapangan seperti apa.,1,2024-10-07 04:10:14,negatif
"Dokternya Ramah , baik dan membantu sekali",5,2024-10-07 01:58:02,positif
Apk tipu tipu,1,2024-10-06 19:42:32,negatif
